"B_Total_Grappling_Reversals_Landed","R_Total_Grappling_Reversals_Landed","B_Total_Grappling_Standups_Landed","R_Total_Grappling_Standups_Landed","B_Total_Grappling_Submissions_Attempts","R_Total_Grappling_Submissions_Attempts","B_Total_Grappling_Takedowns_Attempts","R_Total_Grappling_Takedowns_Attempts","B_Total_Grappling_Takedowns_Landed","R_Total_Grappling_Takedowns_Landed","B_Total_Strikes_Body Significant Strikes_Attempts","R_Total_Strikes_Body Significant Strikes_Attempts","B_Total_Strikes_Body Significant Strikes_Landed","R_Total_Strikes_Body Significant Strikes_Landed","B_Total_Strikes_Body Total Strikes_Attempts","R_Total_Strikes_Body Total Strikes_Attempts","B_Total_Strikes_Body Total Strikes_Landed","R_Total_Strikes_Body Total Strikes_Landed","B_Total_Strikes_Clinch Total Strikes_Attempts","R_Total_Strikes_Clinch Total Strikes_Attempts","B_Total_Strikes_Clinch Total Strikes_Landed","R_Total_Strikes_Clinch Total Strikes_Landed","B_Total_Strikes_Distance Strikes_Attempts","R_Total_Strikes_Distance Strikes_Attempts","B_Total_Strikes_Distance Strikes_Landed","R_Total_Strikes_Distance Strikes_Landed","B_Total_Strikes_Ground Total Strikes_Attempts","R_Total_Strikes_Ground Total Strikes_Attempts","B_Total_Strikes_Ground Total Strikes_Landed","R_Total_Strikes_Ground Total Strikes_Landed","B_Total_Strikes_Head Total Strikes_Attempts","R_Total_Strikes_Head Total Strikes_Attempts","B_Total_Strikes_Head Total Strikes_Landed","R_Total_Strikes_Head Total Strikes_Landed","B_Total_Strikes_Kicks_Attempts","R_Total_Strikes_Kicks_Attempts","B_Total_Strikes_Kicks_Landed","R_Total_Strikes_Kicks_Landed","B_Total_Strikes_Knock Down_Landed","R_Total_Strikes_Knock Down_Landed","B_Total_Strikes_Legs Total Strikes_Attempts","R_Total_Strikes_Legs Total Strikes_Attempts","B_Total_Strikes_Legs Total Strikes_Landed","R_Total_Strikes_Legs Total Strikes_Landed","B_Total_Strikes_Punches_Attempts","R_Total_Strikes_Punches_Attempts","B_Total_Strikes_Punches_Landed","R_Total_Strikes_Punches_Landed","B_Total_Strikes_Total Strikes_Attempts","R_Total_Strikes_Total Strikes_Attempts","B_Total_Strikes_Total Strikes_Landed","R_Total_Strikes_Total Strikes_Landed","B_Total_TIP_Back Control Time","R_Total_TIP_Back Control Time","B_Total_TIP_Clinch Time","R_Total_TIP_Clinch Time","B_Total_TIP_Control Time","R_Total_TIP_Control Time","B_Total_TIP_Distance Time","R_Total_TIP_Distance Time","B_Total_TIP_Ground Control Time","R_Total_TIP_Ground Control Time","B_Total_TIP_Ground Time","R_Total_TIP_Ground Time","B_Total_TIP_Guard Control Time","R_Total_TIP_Guard Control Time","B_Total_TIP_Half Guard Control Time","R_Total_TIP_Half Guard Control Time","B_Total_TIP_Misc. Ground Control Time","R_Total_TIP_Misc. Ground Control Time","B_Total_TIP_Mount Control Time","R_Total_TIP_Mount Control Time","B_Total_TIP_Neutral Time","R_Total_TIP_Neutral Time","B_Total_TIP_Side Control Time","R_Total_TIP_Side Control Time","B_Total_TIP_Standing Time","R_Total_TIP_Standing Time","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_ID","R_ID","B_Weight","R_Weight","B_Location","R_Location","Max_round","winner"
"0","0","3","1","0","1","3","3","1","3","41","3","28","3","46","3","33","3","71","11","53","8","245","7","104","5","63","34","48","27","274","48","126","36","23","0","18","0","0","0","59","1","46","1","153","0","87","0","379","52","205","40","0","0","198","5","171","125","1328","77","118","125","183","1048","114","0","0","72","2","0","2","53","1389","80","0","0","1526","82","2","2","0","2","27","21","182","182","2263","2628","77","70","Glendale, Arizona USA","Katy, Texas USA","3","blue"
"0","0","4","5","0","6","5","6","3","3","58","191","42","121","83","207","66","137","78","86","69","46","218","652","89","247","31","124","22","96","206","606","79","218","2","22","2","18","1","3","38","39","35","27","70","430","29","221","327","862","180","389","0","0","531","154","239","258","2039","2838","79","241","129","897","0","84","0","28","0","24","75","83","2134","2885","4","22","2570","2992","3","6","0","5","32","26","160","160","1904","1966","61","61","Albuquerque, New Mexico USA","Paranagua, Parana Brazil","5","red"
"0","0","0","0","0","2","0","35","0","15","0","21","0","12","0","116","0","107","0","47","0","35","0","79","0","24","0","355","0","279","0","360","0","226","0","0","0","0","0","1","0","5","0","5","0","0","0","0","0","481","0","338","0","14","0","536","0","1808","0","593","0","1304","0","1350","0","675","0","188","0","0","0","377","0","623","0","50","0","1129","0","5","0","1","31","29","180","180","2805","2297","77","77","Sacramento, California USA","Fort Lauderdale, Florida USA","3","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","33","27","154","154","2348","2340","52","52","Phuket Thailand","Coconut Creek, Florida United States","3","red"
"0","0","0","1","0","0","1","8","1","1","25","17","16","9","27","17","18","9","21","21","17","15","151","195","62","80","45","24","32","22","182","182","86","79","7","0","1","0","3","2","8","41","7","29","28","0","9","0","217","240","111","117","0","0","57","72","160","131","572","1384","133","67","138","137","33","0","3","0","0","0","97","67","577","1392","0","0","629","1456","3","2","3","1","28","31","175","167","2057","1484","70","65","Dublin Ireland","Sacramento, California USA","5","blue"
"0","0","0","5","1","1","0","1","0","0","9","22","6","15","9","38","6","28","25","95","18","72","109","80","35","33","32","181","28","125","147","302","68","188","0","0","0","0","0","2","10","16","7","14","0","0","0","0","166","356","81","230","0","19","82","787","73","554","644","627","25","467","178","1221","0","138","2","19","0","0","23","278","652","649","0","13","726","1414","1","5","1","0","26","28","180","177","2737","2268","77","77","Houston, Texas United States","Los Angeles, California USA","3","blue"
"0","0","1","1","0","2","2","9","1","4","3","26","1","20","40","62","37","51","8","70","4","46","21","108","8","39","120","59","111","49","93","167","70","75","18","12","11","11","0","0","16","0","16","0","191","182","158","80","149","237","123","134","0","0","26","362","158","634","56","374","158","416","818","437","158","62","0","174","0","28","0","67","82","456","0","85","82","736","1","2","1","2","28","25","170","160","2240","2079","61","52","Kelowna, BC Canada","Niteroi, Rio de Janeiro Brazil","3","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","28","34","172","167","1719","2017","61","61","Miami, Florida USA","Denver, Colorado USA","3","red"
"0","0","2","3","0","0","10","5","4","0","26","24","15","13","27","24","16","13","25","11","15","5","209","182","79","75","2","21","2","13","192","170","66","68","16","33","13","19","0","0","17","20","14","12","215","139","89","61","236","214","96","93","0","0","108","150","58","97","738","586","41","36","54","163","17","0","1","0","23","36","0","0","815","611","0","0","846","736","1","2","0","0","31","30","182","187","2261","1096","70","70","Rio de Janeiro Brazil","Lee's Summit, Missouri USA","3","blue"
"0","0","0","2","0","1","15","3","4","1","22","16","16","10","22","23","16","17","6","29","5","19","155","63","66","20","2","13","2","8","121","73","40","25","39","0","26","0","0","0","20","0","17","0","124","0","47","0","163","105","73","47","0","0","161","113","149","129","576","564","74","28","82","224","65","0","0","0","9","0","0","10","625","574","0","18","737","677","1","1","0","1","26","29","177","172","2119","1858","65","61","Sacramento, California USA","Sao Paulo Brazil","3","blue"
"0","0","2","1","0","0","8","0","1","0","7","49","5","31","17","57","15","39","39","13","38","11","48","215","20","127","48","17","40","14","90","187","56","112","0","0","0","0","0","0","28","1","27","1","0","0","0","0","135","245","98","152","0","0","310","85","332","16","341","545","128","8","252","306","116","0","5","0","0","0","7","8","368","569","0","0","651","630","1","2","1","0","29","37","190","185","2199","1663","93","93","Rhen Netherlands","Florianopolis, Santa Catarina Brazil","3","red"
"0","0","0","2","0","1","6","2","2","1","4","5","2","3","4","5","2","3","2","4","1","0","37","126","17","38","3","5","3","5","28","97","9","24","17","41","13","28","0","0","10","33","10","16","25","110","8","41","42","135","21","43","0","0","22","41","45","16","346","612","43","11","43","245","18","1","0","0","18","10","0","0","361","631","7","0","368","653","1","1","0","1","35","27","172","167","2219","2354","61","61","Homestead, Florida USA","San Jose, California USA","3","blue"
"0","0","3","0","3","1","2","1","1","0","27","9","17","8","28","9","17","8","21","15","12","13","136","92","32","41","22","2","20","2","146","90","43","41","15","7","8","7","1","0","5","10","4","7","65","12","25","7","179","109","64","56","0","0","208","0","98","0","653","106","58","0","491","0","0","0","0","0","50","0","8","0","677","106","0","0","861","106","3","2","0","0","32","28","175","175","2208","1595","70","70","Pharr, Texas USA","Coconut Creek, Florida United States","3","red"
"0","0","0","1","0","0","0","1","0","0","0","14","0","11","0","20","0","16","0","28","0","23","0","4","0","1","0","3","0","0","0","14","0","7","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","35","0","24","0","0","0","271","0","23","0","61","0","0","0","118","0","0","0","0","0","0","0","0","0","80","0","0","0","332","0","1","0","0","22","35","180","170","2879","2811","61","63","Pribram Czech Republic ","Malmo Sweden","3","red"
"0","0","0","3","1","2","10","9","2","1","4","4","1","4","4","5","1","5","4","29","2","15","47","14","12","3","4","17","4","15","46","53","13","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","60","18","33","0","0","51","384","80","46","235","199","80","24","313","318","34","0","37","4","0","0","9","16","244","216","0","4","286","583","1","1","0","0","33","30","170","170","2165","2189","61","61","Singapore","Xi'an China","3","blue"
"0","0","0","2","0","0","15","10","1","6","13","71","5","39","35","90","26","58","2","57","2","46","112","373","32","143","62","85","48","71","126","379","45","163","12","42","6","27","0","0","15","46","11","39","167","180","72","102","176","515","82","260","0","0","178","271","241","703","869","1838","227","575","449","591","148","138","2","125","76","88","1","60","921","1906","0","164","1047","2109","2","3","0","3","33","32","162","162","2152","911","56","56","Philadelphia, Pennsylvania USA","Las Cruces, New Mexico USA","3","red"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","0","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","28","34","177","175","2374","2027","84","84","Salvador, Bahia Brazil","Sao Paulo Brazil","3","red"
"0","0","3","1","1","3","19","52","5","17","31","63","19","47","66","105","52","87","94","74","66","59","274","335","92","159","68","185","58","159","331","463","136","265","2","15","1","10","0","1","39","26","28","25","9","44","6","32","436","594","216","377","6","540","781","627","531","1731","916","1498","342","1289","3948","1630","62","277","223","133","0","68","51","233","1022","1603","0","38","1697","2125","6","6","2","1","28","28","172","175","1340","2223","70","70","Denver, Colorado USA","Montreal, Quebec Canada","3","red"
"0","0","4","0","0","0","5","6","0","3","37","8","30","5","59","8","49","5","94","4","56","3","247","228","69","85","78","20","52","13","352","232","122","88","8","0","7","0","1","3","8","12","6","8","188","0","86","0","419","252","177","101","0","1","834","9","715","69","1048","1236","452","68","722","68","172","3","117","9","118","0","45","39","1094","1244","0","16","1882","1245","4","3","1","3","33","25","170","172","1051","2369","61","61","Kanagawa Japan","Sacramento, California USA","3","red"
"0","0","2","0","1","0","4","0","0","0","22","0","16","0","25","0","19","0","28","0","22","0","125","0","60","0","22","0","19","0","118","0","58","0","0","0","0","0","0","0","32","0","24","0","0","0","0","0","175","0","101","0","0","0","214","0","151","0","397","0","0","0","289","0","0","0","0","0","0","0","0","0","420","0","0","0","611","0","2","0","0","0","31","29","177","177","1891","2426","70","70","Edmonton, Alberta Canada","Donegal Ireland","3","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","32","33","172","172","2185","2184","70","70","Miami, FL USA","Orange County, CA USA","3","red"
"0","0","1","1","0","0","6","7","2","2","23","27","15","18","34","39","26","29","31","36","24","27","151","167","56","62","48","54","39","44","179","195","78","85","12","14","8","10","0","0","16","20","13","16","62","63","31","31","231","258","120","134","22","29","212","251","291","338","824","884","209","231","401","438","53","60","37","43","19","18","61","61","849","926","14","18","972","1129","0","0","0","0","29","37","190","185","2199","2085","93","93","Rhen Netherlands","Rio de Janeiro Brazil","3","blue"
"0","0","0","0","1","0","12","0","6","0","18","0","17","0","32","0","31","0","21","0","16","0","45","0","19","0","67","0","51","0","98","0","52","0","23","0","15","0","0","0","0","0","0","0","114","0","59","0","133","0","86","0","0","0","87","0","472","0","402","0","391","0","412","0","121","0","118","0","121","0","0","0","408","0","31","0","489","0","1","0","1","0","31","30","162","160","2084","1495","56","56","Dagestan Republic Russia","Parkland, WA USA","5","red"
"0","0","1","0","0","0","39","2","6","1","37","1","29","1","94","1","80","1","123","15","106","14","207","2","94","0","94","8","75","7","242","13","118","10","0","0","0","0","0","0","88","11","77","10","0","0","0","0","424","25","275","21","0","0","1091","74","858","75","1622","13","309","6","563","6","239","0","0","0","0","0","70","6","1703","18","0","0","2713","87","5","1","0","0","37","26","185","177","2085","2828","93","93","Rio de Janeiro Brazil","London England","3","blue"
"0","0","0","2","0","2","6","4","1","1","5","17","2","11","5","23","2","16","16","9","15","8","38","45","5","17","1","42","1","39","36","71","6","46","0","0","0","0","0","1","14","2","13","2","0","0","0","0","55","96","21","64","0","136","195","94","211","286","321","244","24","270","45","470","0","54","0","10","0","0","24","34","329","275","0","36","516","338","1","3","0","1","39","32","177","182","330","1820","77","77","Fresno, California USA","Vila Velha, Espirito Santo Brazil","3","red"
"0","0","1","0","0","0","1","0","1","0","20","0","10","0","26","0","16","0","22","0","20","0","117","0","44","0","17","0","17","0","88","0","24","0","0","0","0","0","0","0","42","0","41","0","0","0","0","0","156","0","81","0","0","0","141","0","174","0","646","0","77","0","135","0","29","0","0","0","0","0","44","0","650","0","4","0","787","0","1","0","1","0","31","32","172","170","1791","533","65","65","Escondido, California USA","Florianopolis Brazil","3","red"
"0","0","0","0","0","1","0","26","0","10","0","18","0","10","0","87","0","79","0","46","0","34","0","72","0","21","0","256","0","205","0","282","0","176","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","374","0","260","0","2","0","436","0","1253","0","497","0","844","0","886","0","510","0","188","0","0","0","97","0","522","0","47","0","933","0","4","0","0","29","29","190","180","2779","2297","77","77","Quebec City, Quebec Canada","Fort Lauderdale, Florida USA","3","red"
"0","0","0","0","0","2","0","44","0","14","0","57","0","41","0","91","0","73","0","71","0","58","1","300","0","137","0","128","0","108","1","382","0","205","0","15","0","10","0","1","0","26","0","25","0","44","0","32","1","499","0","303","0","434","0","553","0","1277","16","1254","0","882","9","1197","0","141","0","50","0","68","0","151","16","1332","0","38","16","1807","1","5","0","0","30","28","177","175","2756","2223","70","70","Avignon France","Montreal, Quebec Canada","3","red"
"0","0","5","5","0","0","8","4","4","3","59","82","44","52","71","101","56","71","32","74","18","60","416","369","180","144","22","53","21","42","345","352","110","137","17","11","15","9","0","2","54","43","53","38","74","65","39","40","470","496","219","246","159","0","203","595","463","256","1325","2658","331","145","440","605","117","66","28","0","19","1","7","77","1373","2698","1","1","1528","3253","4","6","0","0","30","32","177","172","2222","875","70","70","Chatham, Ontario Canada","Sunderland England","3","red"
"0","0","2","0","2","4","12","7","2","2","16","15","12","11","21","16","17","12","9","20","9","17","159","96","49","38","21","15","11","12","151","91","37","35","14","20","12","11","1","0","17","24","15","20","122","63","50","28","189","131","69","67","0","1","147","181","586","108","848","733","519","44","656","691","181","6","81","0","153","24","9","13","894","753","95","0","995","914","3","3","0","0","37","33","175","172","1061","509","70","70","Sacramento, California USA","Sparta, New Jersey United States","3","red"
"0","0","3","0","0","0","3","6","0","1","7","10","6","7","10","23","9","20","17","59","11","45","70","66","21","26","19","21","16","17","85","119","29","65","11","19","9","11","0","3","11","4","10","3","16","63","7","53","106","146","48","88","0","0","93","300","10","23","700","213","7","5","803","113","0","0","0","0","0","5","7","0","720","237","0","0","793","513","3","3","0","0","46","36","180","182","129","435","84","84","Temecula, California USA","Sunbury, Pennsylvania United States","5","blue"
"0","0","4","1","0","0","1","2","0","0","31","18","22","5","31","18","22","5","13","9","11","9","450","125","109","37","1","16","0","10","408","86","79","15","33","70","19","42","0","1","13","46","12","36","174","62","37","9","464","150","120","56","0","0","197","49","7","73","1523","878","7","26","82","27","0","11","0","0","7","1","0","14","1552","880","0","0","1720","927","2","2","0","0","25","33","190","182","2167","2087","84","84","Anchorage, Alaska USA","Rio de Janeiro Brazil","3","red"
"0","0","1","0","1","0","4","0","2","0","18","0","9","0","23","0","13","0","17","2","11","1","95","64","46","18","0","0","0","0","73","64","28","17","36","0","29","0","0","0","0","0","0","0","92","0","34","0","112","66","57","19","0","0","238","0","155","0","612","0","8","0","50","0","0","0","0","0","8","0","0","0","648","0","0","0","850","0","1","1","0","0","27","26","185","182","2173","2037","77","84","Milwaukee, Wisconsin USA","Sydney, NSW Australia","3","red"
"0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","3","0","1","0","1","0","0","0","21","0","7","0","17","0","13","0","31","0","16","0","0","0","0","0","1","0","5","0","3","0","0","0","0","0","39","0","20","0","27","0","1","0","112","0","73","0","112","0","112","0","7","0","57","0","0","0","19","0","74","0","2","0","74","0","1","0","1","36","28","170","177","2332","2274","56","56","Cole Harbour, Nova Scotia Canada","Tallaght, Dublin Ireland","3","blue"
"0","0","6","5","0","0","2","1","1","0","30","32","18","17","34","35","22","20","33","40","25","34","263","193","88","65","60","34","42","29","278","218","94","96","15","11","14","9","1","2","44","14","39","12","99","65","70","40","356","267","155","128","5","0","221","283","304","11","1511","1311","239","6","500","465","101","0","0","0","132","1","1","5","1534","1333","0","0","1732","1594","3","4","0","0","32","32","180","172","2316","875","70","70","Philadelphia, Pennsylvania United States","Sunderland England","3","red"
"0","0","7","0","1","0","6","2","4","1","16","7","9","4","18","20","11","17","17","7","13","6","113","71","31","31","7","50","6","42","110","91","33","47","15","0","5","0","0","2","9","17","6","15","78","0","28","0","137","128","50","79","0","0","132","72","27","200","759","474","27","140","390","145","22","125","0","0","5","0","0","15","766","486","0","0","891","546","2","1","0","0","33","35","190","185","1499","457","93","93","Knoxville, Tennessee United States","Curitiba Brazil","5","blue"
"0","1","0","2","0","3","17","10","2","5","12","27","9","17","12","32","9","22","33","59","18","45","174","234","78","87","35","76","26","70","209","310","95","156","0","36","0","25","2","0","21","18","18","17","0","120","0","87","242","369","122","202","3","42","119","445","57","327","913","1417","39","308","122","837","4","36","0","18","0","30","32","128","987","1495","0","54","1032","1862","2","4","2","1","35","41","182","182","2186","870","77","77","Hong Kong China","Las Vegas, Nevada USA","3","blue"
"0","0","1","0","0","0","1","12","0","3","11","5","9","1","29","13","24","9","42","12","36","7","14","64","5","14","0","32","0","25","20","76","11","18","0","0","0","0","0","0","7","19","6","19","0","0","0","0","56","108","41","46","0","6","0","85","0","351","0","512","0","298","0","306","0","0","0","41","0","0","0","83","0","536","0","168","0","597","1","1","0","0","33","31","185","190","2205","1742","93","93","Salt Lake City, Utah USA","Bellmore, New York United States","3","red"
"0","0","5","16","0","0","5","12","3","4","73","35","45","30","75","38","47","33","13","75","12","60","423","140","127","34","121","229","94","159","455","397","167","213","37","5","24","2","1","0","27","9","19","7","183","53","69","38","557","444","233","253","41","0","258","1142","311","848","3136","1297","287","649","719","1770","0","45","15","161","30","79","163","295","3193","1423","38","69","3394","2439","6","9","0","4","34","32","200","190","1515","2082","115","118","San Diego, California United States","Houston, Texas United States","5","red"
"0","0","4","2","0","0","4","8","1","4","20","37","16","25","66","55","61","42","134","39","122","23","179","188","47","85","15","97","13","82","251","242","110","123","0","0","0","0","1","1","11","8","11","8","0","0","0","0","328","324","182","190","0","0","98","212","43","358","76","706","5","344","5","633","0","164","0","30","0","0","5","150","102","719","0","0","174","918","3","2","1","1","30","33","180","172","2230","1864","65","65","Glendale, Arizona United States","Tokyo Japan","3","red"
"0","0","0","0","0","1","0","19","0","7","0","66","0","44","0","81","0","57","0","126","0","84","0","621","0","259","0","67","0","58","0","700","0","312","0","0","0","0","0","0","0","33","0","32","0","26","0","10","0","814","0","401","0","258","0","436","0","821","0","1991","0","449","0","456","0","54","0","21","0","0","0","116","0","2042","0","0","0","2427","0","4","0","3","27","35","182","177","2821","648","70","70","Milwuakee, Wisconsin United States","Las Vegas, Nevada USA","3","red"
"0","0","0","2","1","0","24","0","7","0","12","44","7","33","65","44","60","33","107","19","86","15","162","377","63","188","164","12","135","10","334","300","195","124","14","0","7","0","2","1","14","64","12","56","168","0","126","0","433","408","284","213","14","0","436","85","1107","15","1142","3225","766","7","826","620","131","0","375","0","84","0","133","7","1237","3246","29","0","1578","3310","7","3","0","0","33","41","185","187","1806","235","84","84","Wilmington, North Carolina United States","Curitiba Brazil","3","red"
"0","0","0","0","0","0","0","0","0","0","0","19","0","19","0","41","0","41","0","7","0","7","0","20","0","14","0","130","0","118","0","112","0","94","0","13","0","12","0","0","0","0","0","0","0","149","0","119","0","157","0","139","0","0","0","64","0","511","0","332","0","470","0","504","0","184","0","222","0","64","0","0","0","355","0","0","0","396","0","1","0","1","35","36","193","193","969","808","120","120","Kenosha, Wisconsin USA","Amsterdam The Netherlands","3","blue"
"0","0","0","0","0","0","1","2","0","1","6","9","4","6","10","13","7","10","9","12","7","9","39","57","14","21","14","20","11","16","47","69","21","31","3","5","2","3","0","0","4","6","4","5","14","24","7","12","63","90","33","47","5","11","63","90","87","129","207","305","63","93","123","162","19","25","11","18","4","8","17","23","218","318","4","6","271","394","0","0","0","0","33","35","185","187","2205","1922","93","93","Salt Lake City, Utah USA","Edmonton, Alberta Canada","3","red"
"0","0","3","2","3","0","0","2","0","0","42","102","27","59","47","106","32","63","19","50","17","31","143","290","59","147","6","37","3","19","109","241","37","107","38","39","25","23","1","1","12","16","10","14","136","106","70","44","168","377","79","197","0","0","228","208","73","65","684","1536","27","28","136","33","0","0","0","0","27","0","0","28","698","1570","0","0","912","1744","4","3","0","0","29","31","177","172","1481","1675","70","70","Makaha, Hawaii USA","Montreal, Quebec Canada","3","blue"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","24","29","175","175","2157","1983","70","70","Las Vegas, Nevada United States","Wantagh, New York USA","3","red"
"0","0","2","0","0","0","2","7","0","0","70","0","33","0","70","0","33","0","10","0","7","0","421","10","115","3","10","0","8","0","335","8","77","2","39","0","16","0","0","0","33","2","17","1","82","0","24","0","441","10","130","3","0","0","52","33","53","20","1735","158","38","4","289","146","0","0","0","0","0","0","38","4","1754","168","0","0","1787","191","3","2","0","0","28","39","198","182","2064","653","84","84","Cambridge England","Lake Forest, California USA","3","red"
"0","0","5","0","6","2","6","0","3","0","181","1","114","0","197","2","130","1","77","0","41","0","614","13","232","5","114","1","88","1","561","10","198","4","22","0","18","0","1","0","37","2","26","1","430","0","221","0","805","14","361","6","0","0","154","8","250","10","2683","69","233","10","889","350","84","0","28","0","24","0","75","10","2730","74","22","0","2837","77","5","1","4","1","26","26","160","175","1966","1650","61","61","Paranagua, Parana Brazil","Modesto, California USA","5","blue"
"0","0","0","1","0","0","0","0","0","0","0","6","0","5","0","7","0","6","0","5","0","4","0","114","0","45","0","2","0","2","0","106","0","39","0","0","0","0","0","0","0","8","0","6","0","0","0","0","0","121","0","51","0","0","0","70","0","6","0","689","0","0","0","143","0","0","0","0","0","0","0","0","0","705","0","0","0","759","0","1","0","1","34","30","185","190","2321","2234","111","109","Denver, Colorado USA","The Republic of Dagestan Russia","3","red"
"0","1","5","8","2","4","9","14","5","8","72","109","60","79","96","126","84","96","97","81","82","59","432","459","209","210","127","108","98","74","514","384","273","131","88","98","66","71","0","1","46","98","32","85","386","205","219","104","656","648","389","343","0","244","765","684","879","744","2345","3020","647","403","757","961","261","22","105","61","255","32","26","21","2433","3216","0","23","3110","3704","5","5","1","1","32","33","180","175","1272","1066","77","77","Miami, Florida USA","Glendale, Arizona USA","5","red"
"1","1","4","2","4","0","10","17","6","8","18","30","13","14","47","55","41","39","55","78","45","70","54","251","14","111","295","65","235","60","342","266","241","142","0","0","0","0","0","0","15","73","12","60","0","0","0","0","404","394","294","241","186","0","287","508","1164","616","144","1933","1034","406","1608","858","159","152","192","155","0","0","324","35","186","2011","173","64","431","2441","3","3","3","1","27","29","167","165","1511","2731","61","61","Spokane, Washington USA","Lima Peru","5","red"
"0","0","0","1","0","0","0","6","0","1","0","14","0","8","0","22","0","16","0","13","0","11","0","118","0","27","0","39","0","25","0","105","0","29","0","71","0","44","0","0","0","0","0","0","0","100","0","36","0","170","0","63","0","0","0","164","0","240","0","1110","0","148","0","394","0","144","0","0","0","4","0","0","0","1111","0","0","0","1274","0","1","0","0","32","34","172","172","1980","1054","65","65","Rio de Janeiro Brazil","Chicago, Illinois USA","3","red"
"0","0","0","3","0","2","2","21","2","5","29","21","12","12","51","35","34","26","67","79","52","59","276","432","102","149","75","193","63","171","339","631","158","320","0","16","0","13","0","0","28","38","25","33","0","97","0","79","418","704","217","379","0","254","288","707","127","964","1077","1549","109","719","647","1372","0","52","9","23","0","80","97","118","1111","1684","3","192","1365","2256","3","4","1","1","29","31","170","162","2603","2350","52","52","Maui, Hawaii USA","Windsor, Ontario Canada","3","blue"
